date,沪深300,纳指100,黄金
2023-05-31,3.802,1.031,4.365
2023-06-01,3.81,1.03,4.362
2023-06-02,3.863,1.043,4.375
2023-06-05,3.845,1.048,4.324
2023-06-06,3.808,1.049,4.357
2023-06-07,3.796,1.052,4.363
2023-06-08,3.828,1.03,4.338
2023-06-09,3.844,1.047,4.375
2023-06-12,3.848,1.059,4.378
2023-06-13,3.877,1.085,4.388
2023-06-14,3.877,1.086,4.363
2023-06-15,3.942,1.091,4.329
2023-06-16,3.979,1.1,4.359
2023-06-19,3.949,1.096,4.366
2023-06-20,3.942,1.095,4.374
2023-06-21,3.887,1.1,4.356
2023-06-26,3.843,1.091,4.354
2023-06-27,3.869,1.076,4.35
2023-06-28,3.877,1.09,4.335
2023-06-29,3.859,1.099,4.343
2023-06-30,3.882,1.1,4.349
2023-07-03,3.927,1.118,4.358
2023-07-04,3.934,1.112,4.364
2023-07-05,3.907,1.11,4.367
2023-07-06,3.879,1.111,4.365
2023-07-07,3.868,1.106,4.359
2023-07-10,3.884,1.095,4.37
2023-07-11,3.91,1.101,4.374
2023-07-12,3.891,1.102,4.371
2023-07-13,3.954,1.118,4.408
2023-07-14,3.952,1.126,4.388
2023-07-17,3.924,1.132,4.406
2023-07-18,3.918,1.142,4.422
2023-07-19,3.916,1.163,4.473
2023-07-20,3.888,1.147,4.47
2023-07-21,3.89,1.128,4.453
2023-07-24,3.873,1.132,4.442
2023-07-25,3.985,1.128,4.42
2023-07-26,3.976,1.131,4.439
2023-07-27,3.972,1.141,4.448
2023-07-28,4.068,1.134,4.404
2023-07-31,4.084,1.149,4.409
2023-08-01,4.066,1.153,4.426
2023-08-02,4.037,1.137,4.425
2023-08-03,4.073,1.118,4.406
2023-08-04,4.094,1.128,4.401
2023-08-07,4.063,1.118,4.41
2023-08-08,4.048,1.12,4.414
2023-08-09,4.04,1.119,4.411
2023-08-10,4.045,1.109,4.396
2023-08-11,3.95,1.11,4.415
2023-08-14,3.923,1.103,4.421
2023-08-15,3.919,1.124,4.431
2023-08-16,3.889,1.112,4.433
2023-08-17,3.902,1.104,4.429
2023-08-18,3.852,1.083,4.421
2023-08-21,3.8,1.086,4.438
2023-08-22,3.823,1.104,4.431
2023-08-23,3.768,1.104,4.452
2023-08-24,3.791,1.134,4.464
2023-08-25,3.784,1.091,4.448
2023-08-28,3.837,1.105,4.45
2023-08-29,3.859,1.111,4.462
2023-08-30,3.858,1.135,4.477
2023-08-31,3.839,1.14,4.494
2023-09-01,3.862,1.139,4.489
2023-09-04,3.92,1.142,4.506
2023-09-05,3.893,1.141,4.508
2023-09-06,3.883,1.143,4.505
2023-09-07,3.83,1.134,4.504
2023-09-08,3.809,1.141,4.536
2023-09-11,3.837,1.134,4.545
2023-09-12,3.832,1.141,4.546
2023-09-13,3.807,1.128,4.557
2023-09-14,3.804,1.136,4.592
2023-09-15,3.787,1.142,4.548
2023-09-18,3.8,1.124,4.524
2023-09-19,3.795,1.123,4.559
2023-09-20,3.777,1.124,4.594
2023-09-21,3.742,1.103,4.58
2023-09-22,3.817,1.092,4.561
2023-09-25,3.789,1.094,4.581
2023-09-26,3.768,1.085,4.578
2023-09-27,3.778,1.081,4.511
2023-09-28,3.764,1.08,4.436
2023-10-09,3.754,1.096,4.405
2023-10-10,3.727,1.111,4.348
2023-10-11,3.735,1.118,4.355
2023-10-12,3.771,1.128,4.39
2023-10-13,3.736,1.122,4.405
2023-10-16,3.693,1.111,4.46
2023-10-17,3.705,1.119,4.48
2023-10-18,3.677,1.114,4.523
2023-10-19,3.6,1.1,4.547
2023-10-20,3.582,1.086,4.597
2023-10-23,3.544,1.079,4.572
2023-10-24,3.549,1.086,4.575
2023-10-25,3.569,1.082,4.557
2023-10-26,3.582,1.049,4.59
2023-10-27,3.636,1.053,4.599
2023-10-30,3.652,1.055,4.609
2023-10-31,3.644,1.054,4.62
2023-11-01,3.642,1.069,4.603
2023-11-02,3.625,1.091,4.613
2023-11-03,3.653,1.099,4.61
2023-11-06,3.701,1.111,4.587
2023-11-07,3.69,1.11,4.569
2023-11-08,3.679,1.12,4.551
2023-11-09,3.682,1.127,4.521
2023-11-10,3.655,1.116,4.554
2023-11-13,3.65,1.14,4.538
2023-11-14,3.65,1.144,4.558
2023-11-15,3.675,1.164,4.577
2023-11-16,3.639,1.159,4.559
2023-11-17,3.634,1.161,4.572
2023-11-20,3.645,1.145,4.522
2023-11-21,3.65,1.158,4.516
2023-11-22,3.611,1.15,4.499
2023-11-23,3.63,1.156,4.495
2023-11-24,3.605,1.157,4.499
2023-11-27,3.581,1.151,4.546
2023-11-28,3.585,1.154,4.56
2023-11-29,3.558,1.154,4.591
2023-11-30,3.562,1.153,4.589
2023-12-01,3.548,1.148,4.589
2023-12-04,3.524,1.15,4.643
2023-12-05,3.458,1.137,4.58
2023-12-06,3.463,1.153,4.578
2023-12-07,3.454,1.14,4.584
2023-12-08,3.461,1.157,4.591
2023-12-11,3.485,1.164,4.557
2023-12-12,3.493,1.178,4.539
2023-12-13,3.435,1.191,4.529
2023-12-14,3.419,1.204,4.598
2023-12-15,3.412,1.193,4.59
2023-12-18,3.398,1.202,4.576
2023-12-19,3.4,1.209,4.589
2023-12-20,3.369,1.216,4.604
2023-12-21,3.4,1.2,4.605
2023-12-22,3.406,1.206,4.627
2023-12-25,3.415,1.207,4.634
2023-12-26,3.395,1.215,4.647
2023-12-27,3.405,1.219,4.66
2023-12-28,3.489,1.216,4.662
2023-12-29,3.499,1.213,4.648
2024-01-02,3.453,1.21,4.666
2024-01-03,3.443,1.191,4.663
2024-01-04,3.413,1.185,4.651
2024-01-05,3.396,1.176,4.664
2024-01-08,3.349,1.179,4.65
2024-01-09,3.357,1.209,4.649
2024-01-10,3.341,1.209,4.631
2024-01-11,3.36,1.223,4.631
2024-01-12,3.349,1.219,4.646
2024-01-15,3.345,1.227,4.673
2024-01-16,3.367,1.215,4.677
2024-01-17,3.292,1.214,4.631
2024-01-18,3.268,1.217,4.616
2024-01-19,3.275,1.242,4.643
2024-01-22,3.206,1.28,4.625
2024-01-23,3.228,1.271,4.632
2024-01-24,3.279,1.278,4.626
2024-01-25,3.335,1.271,4.605
2024-01-26,3.329,1.261,4.625
2024-01-29,3.299,1.272,4.634
2024-01-30,3.243,1.292,4.647
2024-01-31,3.222,1.264,4.653
2024-02-01,3.218,1.252,4.668
2024-02-02,3.188,1.283,4.679
2024-02-05,3.208,1.289,4.643
2024-02-06,3.311,1.291,4.633
2024-02-07,3.34,1.279,4.642
2024-02-08,3.362,1.308,4.662
2024-02-19,3.389,1.301,4.644
2024-02-20,3.401,1.299,4.642
2024-02-21,3.449,1.282,4.642
2024-02-22,3.475,1.304,4.639
2024-02-23,3.478,1.321,4.63
2024-02-26,3.443,1.308,4.651
2024-02-27,3.484,1.306,4.646
2024-02-28,3.448,1.309,4.645
2024-02-29,3.503,1.3,4.647
2024-03-01,3.53,1.321,4.667
2024-03-04,3.527,1.339,4.725
2024-03-05,3.556,1.329,4.789
2024-03-06,3.542,1.324,4.824
2024-03-07,3.523,1.315,4.885
2024-03-08,3.533,1.337,4.881
2024-03-11,3.581,1.317,4.899
2024-03-12,3.586,1.322,4.879
2024-03-13,3.565,1.33,4.87
2024-03-14,3.552,1.324,4.877
2024-03-15,3.561,1.316,4.899
2024-03-18,3.592,1.316,4.86
2024-03-19,3.569,1.309,4.87
2024-03-20,3.572,1.314,4.88
2024-03-21,3.57,1.337,4.978
2024-03-22,3.539,1.338,4.946
2024-03-25,3.52,1.334,4.956
2024-03-26,3.531,1.341,4.966
2024-03-27,3.493,1.342,4.99
2024-03-28,3.51,1.339,5.029
2024-03-29,3.526,1.337,5.126
2024-04-01,3.584,1.344,5.155
2024-04-02,3.572,1.34,5.159
2024-04-03,3.558,1.327,5.231
2024-04-08,3.529,1.326,5.354
2024-04-09,3.523,1.328,5.369
2024-04-10,3.497,1.333,5.388
2024-04-11,3.494,1.321,5.348
2024-04-12,3.466,1.341,5.504
2024-04-15,3.539,1.329,5.417
2024-04-16,3.507,1.293,5.452
2024-04-17,3.553,1.292,5.461
2024-04-18,3.559,1.289,5.445
2024-04-19,3.531,1.264,5.471
2024-04-22,3.524,1.256,5.364
2024-04-23,3.499,1.259,5.232
2024-04-24,3.513,1.289,5.287
2024-04-25,3.523,1.268,5.288
2024-04-26,3.573,1.29,5.329
2024-04-29,3.616,1.298,5.294
2024-04-30,3.598,1.299,5.286
2024-05-06,3.648,1.302,5.254
2024-05-07,3.65,1.315,5.268
2024-05-08,3.621,1.317,5.261
2024-05-09,3.656,1.314,5.25
2024-05-10,3.658,1.321,5.369
2024-05-13,3.655,1.326,5.337
2024-05-14,3.649,1.326,5.329
2024-05-15,3.623,1.335,5.37
2024-05-16,3.635,1.358,5.417
2024-05-17,3.676,1.355,5.416
2024-05-20,3.684,1.357,5.55
2024-05-21,3.672,1.364,5.481
2024-05-22,3.68,1.369,5.492
2024-05-23,3.643,1.381,5.366
2024-05-24,3.602,1.358,5.319
2024-05-27,3.632,1.374,5.338
2024-05-28,3.609,1.38,5.334
2024-05-29,3.61,1.374,5.37
2024-05-30,3.596,1.359,5.317
2024-05-31,3.582,1.353,5.343
2024-06-03,3.587,1.359,5.296
2024-06-04,3.612,1.355,5.346
2024-06-05,3.599,1.366,5.324
2024-06-06,3.599,1.393,5.398
2024-06-07,3.576,1.394,5.399
2024-06-11,3.551,1.395,5.237
2024-06-12,3.547,1.408,5.267
2024-06-13,3.534,1.436,5.269
2024-06-14,3.554,1.435,5.271
2024-06-17,3.544,1.441,5.279
2024-06-18,3.555,1.46,5.284
2024-06-19,3.545,1.462,5.305
2024-06-20,3.522,1.472,5.351
2024-06-21,3.516,1.45,5.376
2024-06-24,3.499,1.444,5.29
2024-06-25,3.478,1.429,5.302
2024-06-26,3.499,1.456,5.271
2024-06-27,3.48,1.455,5.242
2024-06-28,3.487,1.475,5.297
2024-07-01,3.501,1.473,5.299
2024-07-02,3.496,1.474,5.306
2024-07-03,3.49,1.501,5.34
2024-07-04,3.475,1.51,5.365
2024-07-05,3.458,1.529,5.381
2024-07-08,3.434,1.552,5.384
2024-07-09,3.471,1.568,5.362
2024-07-10,3.463,1.548,5.397
2024-07-11,3.509,1.555,5.417
2024-07-12,3.519,1.492,5.446
2024-07-15,3.526,1.539,5.442
2024-07-16,3.551,1.536,5.505
2024-07-17,3.556,1.522,5.576
2024-07-18,3.577,1.495,5.573
2024-07-19,3.6,1.471,5.425
2024-07-22,3.571,1.463,5.421
2024-07-23,3.501,1.477,5.394
2024-07-24,3.479,1.448,5.465
2024-07-25,3.459,1.407,5.327
2024-07-26,3.474,1.409,5.35
2024-07-29,3.454,1.437,5.387
2024-07-30,3.431,1.42,5.394
2024-07-31,3.508,1.429,5.436
2024-08-01,3.483,1.463,5.48
2024-08-02,3.447,1.396,5.505
2024-08-05,3.408,1.287,5.366
2024-08-06,3.408,1.332,5.327
2024-08-07,3.401,1.334,5.352
2024-08-08,3.405,1.314,5.349
2024-08-09,3.393,1.35,5.396
2024-08-12,3.389,1.365,5.437
2024-08-13,3.394,1.379,5.474
2024-08-14,3.37,1.413,5.456
2024-08-15,3.408,1.422,5.443
2024-08-16,3.41,1.469,5.453
2024-08-19,3.419,1.442,5.513
2024-08-20,3.403,1.468,5.513
2024-08-21,3.388,1.469,5.537
2024-08-22,3.379,1.471,5.523
2024-08-23,3.393,1.457,5.504
2024-08-26,3.394,1.46,5.538
2024-08-27,3.377,1.442,5.534
2024-08-28,3.357,1.442,5.528
2024-08-29,3.347,1.407,5.535
2024-08-30,3.392,1.417,5.522
2024-09-02,3.332,1.429,5.491
2024-09-03,3.344,1.431,5.501
2024-09-04,3.323,1.356,5.463
2024-09-05,3.33,1.36,5.502
2024-09-06,3.302,1.372,5.517
2024-09-09,3.261,1.364,5.477
2024-09-10,3.261,1.368,5.513
2024-09-11,3.254,1.377,5.542
2024-09-12,3.243,1.421,5.531
2024-09-13,3.228,1.435,5.611
2024-09-18,3.238,1.424,5.609
2024-09-19,3.265,1.44,5.6
2024-09-20,3.274,1.443,5.663
2024-09-23,3.283,1.449,5.711
2024-09-24,3.427,1.441,5.697
2024-09-25,3.474,1.43,5.74
2024-09-26,3.64,1.445,5.751
2024-09-27,3.869,1.414,5.708
2024-09-30,4.233,1.409,5.707
2024-10-08,4.412,1.403,5.714
2024-10-09,4.022,1.427,5.64
2024-10-10,4.086,1.443,5.676
2024-10-11,3.977,1.445,5.739
2024-10-14,4.04,1.446,5.799
2024-10-15,3.931,1.476,5.799
2024-10-16,3.906,1.459,5.884
2024-10-17,3.863,1.468,5.905
2024-10-18,4.016,1.459,5.945
2024-10-21,4.016,1.461,6.02
2024-10-22,4.04,1.459,6.018
2024-10-23,4.055,1.465,6.056
2024-10-24,4.011,1.449,5.995
2024-10-25,4.04,1.455,5.998
2024-10-28,4.046,1.473,6.017
2024-10-29,4.013,1.47,6.068
2024-10-30,3.971,1.484,6.14
2024-10-31,3.971,1.459,6.103
2024-11-01,3.979,1.442,6.051
2024-11-04,4.032,1.443,6.006
2024-11-05,4.137,1.438,6.006
2024-11-06,4.111,1.489,5.994
2024-11-07,4.248,1.512,5.86
2024-11-08,4.194,1.525,5.898
2024-11-11,4.215,1.534,5.905
2024-11-12,4.169,1.536,5.807
2024-11-13,4.195,1.527,5.796
2024-11-14,4.124,1.529,5.68
2024-11-15,4.055,1.51,5.683
2024-11-18,4.038,1.499,5.758
2024-11-19,4.058,1.504,5.858
2024-11-20,4.068,1.521,5.857
2024-11-21,4.073,1.51,5.933
2024-11-22,3.953,1.521,6.01
2024-11-25,3.931,1.536,5.916
2024-11-26,3.923,1.536,5.844
2024-11-27,3.987,1.54,5.899
2024-11-28,3.958,1.531,5.869
2024-11-29,4.001,1.532,5.923
2024-12-02,4.031,1.54,5.872
2024-12-03,4.035,1.568,5.931
2024-12-04,4.014,1.575,5.929
2024-12-05,4.007,1.589,5.927
2024-12-06,4.057,1.584,5.903
2024-12-09,4.054,1.61,5.936
2024-12-10,4.085,1.597,5.961
2024-12-11,4.075,1.593,6.011
2024-12-12,4.117,1.617,6.052
2024-12-13,4.02,1.629,6.001
2024-12-16,3.996,1.649,5.947
2024-12-17,4.007,1.663,5.94
2024-12-18,4.024,1.674,5.932
2024-12-19,4.03,1.63,5.885
2024-12-20,4.018,1.597,5.892
2024-12-23,4.022,1.652,5.951
2024-12-24,4.069,1.648,5.921
2024-12-25,4.072,1.667,5.936
2024-12-26,4.073,1.674,5.94
2024-12-27,4.067,1.662,5.945
2024-12-30,4.086,1.639,5.923
2024-12-31,4.022,1.629,5.928
2025-01-02,3.909,1.643,5.977
2025-01-03,3.869,1.633,6.029
2025-01-06,3.853,1.669,5.99
2025-01-07,3.88,1.659,6.0
2025-01-08,3.874,1.642,6.03
2025-01-09,3.866,1.636,6.065
2025-01-10,3.823,1.63,6.105
2025-01-13,3.808,1.592,6.12
2025-01-14,3.906,1.611,6.068
2025-01-15,3.883,1.601,6.102
2025-01-16,3.885,1.637,6.122
2025-01-17,3.898,1.63,6.139
2025-01-20,3.917,1.646,6.127
2025-01-21,3.922,1.647,6.127
2025-01-22,3.886,1.657,6.181
2025-01-23,3.897,1.643,6.187
2025-01-24,3.929,1.644,6.218
2025-01-27,3.907,1.615,6.202
2025-02-05,3.887,1.612,6.439
2025-02-06,3.932,1.627,6.402
2025-02-07,3.988,1.623,6.42
2025-02-10,3.992,1.606,6.518
2025-02-11,3.976,1.607,6.584
2025-02-12,4.014,1.609,6.538
2025-02-13,4.004,1.618,6.57
2025-02-14,4.034,1.629,6.605
2025-02-17,4.041,1.63,6.494
2025-02-18,4.012,1.643,6.555
2025-02-19,4.033,1.636,6.598
2025-02-20,4.021,1.622,6.619
2025-02-21,4.075,1.611,6.568
2025-02-24,4.062,1.59,6.581
2025-02-25,4.021,1.565,6.582
2025-02-26,4.054,1.561,6.519
2025-02-27,4.067,1.571,6.492
2025-02-28,3.994,1.511,6.444
2025-03-03,3.981,1.542,6.451
2025-03-04,3.977,1.515,6.499
2025-03-05,3.994,1.533,6.547
2025-03-06,4.049,1.534,6.535
2025-03-07,4.039,1.5,6.526
2025-03-10,4.023,1.496,6.544
2025-03-11,4.035,1.428,6.505
2025-03-12,4.025,1.432,6.526
2025-03-13,4.005,1.424,6.575
2025-03-14,4.106,1.438,6.673
2025-03-17,4.094,1.443,6.677
2025-03-18,4.103,1.455,6.727
2025-03-19,4.109,1.443,6.8
2025-03-20,4.076,1.475,6.807
2025-03-21,4.01,1.468,6.774
2025-03-24,4.027,1.498,6.78
2025-03-25,4.029,1.513,6.774
2025-03-26,4.013,1.508,6.795
2025-03-27,4.027,1.482,6.812
2025-03-28,4.008,1.475,6.938
2025-03-31,3.984,1.411,7.012
2025-04-01,3.982,1.436,7.056
2025-04-02,3.979,1.442,7.029
2025-04-03,3.959,1.413,7.094
2025-04-07,3.695,1.272,6.877
2025-04-08,3.73,1.319,6.925
2025-04-09,3.766,1.3,7.012
2025-04-10,3.829,1.429,7.164
2025-04-11,3.84,1.413,7.273
2025-04-14,3.848,1.432,7.327
2025-04-15,3.851,1.416,7.325
2025-04-16,3.86,1.389,7.503
2025-04-17,3.863,1.39,7.565
2025-04-18,3.873,1.381,7.583
2025-04-21,3.875,1.369,7.724
2025-04-22,3.878,1.371,7.982
2025-04-23,3.882,1.415,7.5
2025-04-24,3.882,1.398,7.582
2025-04-25,3.882,1.444,7.53
2025-04-28,3.876,1.448,7.465
2025-04-29,3.869,1.446,7.517
2025-04-30,3.866,1.446,7.471
2025-05-06,3.903,1.457,7.612
2025-05-07,3.927,1.462,7.671
2025-05-08,3.95,1.485,7.557
2025-05-09,3.945,1.486,7.531
2025-05-12,3.99,1.516,7.376
2025-05-13,3.994,1.522,7.332
2025-05-14,4.045,1.566,7.277
2025-05-15,4.011,1.559,7.062
2025-05-16,3.989,1.561,7.177
2025-05-19,3.983,1.547,7.222
2025-05-20,4.003,1.564,7.209
2025-05-21,4.019,1.549,7.439
2025-05-22,4.017,1.539,7.45
2025-05-23,3.988,1.534,7.454
2025-05-26,3.967,1.543,7.425
2025-05-27,3.946,1.55,7.366
2025-05-28,3.942,1.568,7.375
2025-05-29,3.966,1.589,7.3
2025-05-30,3.959,1.556,7.369
2025-06-03,3.957,1.562,7.478
2025-06-04,3.974,1.575,7.474
2025-06-05,3.984,1.571,7.483
2025-06-06,3.986,1.567,7.481
2025-06-09,3.995,1.571,7.4
2025-06-10,3.972,1.571,7.405
2025-06-11,4.004,1.577,7.428
2025-06-12,4.006,1.571,7.497
2025-06-13,3.98,1.554,7.588
2025-06-16,3.99,1.567,7.563
2025-06-17,3.989,1.573,7.499
2025-06-18,3.904,1.568,7.503
2025-06-19,3.873,1.559,7.465
2025-06-20,3.878,1.562,7.436
2025-06-23,3.891,1.559,7.464
2025-06-24,3.936,1.595,7.372
2025-06-25,4.001,1.595,7.392
2025-06-26,3.986,1.603,7.405
2025-06-27,3.963,1.619,7.326
2025-06-30,3.982,1.629,7.314
2025-07-01,3.988,1.622,7.397
2025-07-02,3.992,1.623,7.394
2025-07-03,4.015,1.626,7.445
2025-07-04,4.032,1.636,7.407
2025-07-07,4.014,1.635,7.355
2025-07-08,4.048,1.636,7.398
2025-07-09,4.045,1.63,7.314
2025-07-10,4.065,1.639,7.371
2025-07-11,4.079,1.633,7.376
2025-07-14,4.078,1.623,7.44
2025-07-15,4.078,1.648,7.436
2025-07-16,4.069,1.638,7.402
2025-07-17,4.102,1.65,7.397
2025-07-18,4.132,1.662,7.403
2025-07-21,4.157,1.662,7.446
2025-07-22,4.201,1.663,7.474
2025-07-23,4.199,1.66,7.548
2025-07-24,4.225,1.663,7.424
2025-07-25,4.203,1.666,7.409
2025-07-28,4.214,1.684,7.388
2025-07-29,4.235,1.683,7.363
2025-07-30,4.232,1.68,7.377
2025-07-31,4.155,1.704,7.35
2025-08-01,4.133,1.671,7.352
2025-08-04,4.152,1.648,7.446
2025-08-05,4.183,1.679,7.455
2025-08-06,4.194,1.67,7.468
2025-08-07,4.193,1.684,7.484
2025-08-08,4.183,1.691,7.508
2025-08-11,4.202,1.708,7.429
2025-08-12,4.228,1.703,7.399
2025-08-13,4.263,1.721,7.415
2025-08-14,4.256,1.717,7.424
2025-08-15,4.295,1.722,7.401
2025-08-18,4.327,1.71,7.413
2025-08-19,4.305,1.703,7.391
2025-08-20,4.364,1.684,7.374
2025-08-21,4.378,1.69,7.394
2025-08-22,4.479,1.676,7.378
2025-08-25,4.565,1.698,7.427
2025-08-26,4.541,1.69,7.449
2025-08-27,4.475,1.704,7.45
2025-08-28,4.559,1.693,7.468
2025-08-29,4.601,1.692,7.486
2025-09-01,4.616,1.673,7.647
2025-09-02,4.59,1.676,7.67
2025-09-03,4.549,1.676,7.768
2025-09-04,4.456,1.682,7.75
2025-09-05,4.554,1.701,7.775
2025-09-08,4.555,1.696,7.847
2025-09-09,4.528,1.701,7.966
2025-09-10,4.538,1.711,7.947
2025-09-11,4.66,1.708,7.923
2025-09-12,4.621,1.714,7.954
2025-09-15,4.629,1.727,7.931
2025-09-16,4.62,1.736,8.032
2025-09-17,4.653,1.729,7.964
2025-09-18,4.594,1.744,7.862
2025-09-19,4.604,1.751,7.898
2025-09-22,4.619,1.771,8.048
2025-09-23,4.622,1.8,8.143
2025-09-24,4.663,1.785,8.19
2025-09-25,4.695,1.779,8.146
2025-09-26,4.651,1.78,8.16
2025-09-29,4.728,1.8,8.259
2025-09-30,4.741,1.813,8.339
2025-10-09,4.816,1.851,8.729
2025-10-10,4.719,1.86,8.602
2025-10-13,4.692,1.829,8.859
2025-10-14,4.645,1.81,8.976
2025-10-15,4.706,1.825,9.187
2025-10-16,4.721,1.838,9.244
2025-10-17,4.624,1.807,9.568
2025-10-20,4.64,1.859,9.268
2025-10-21,4.71,1.873,9.49
2025-10-22,4.695,1.883,9.101
2025-10-23,4.713,1.883,8.994
2025-10-24,4.77,1.902,8.95
2025-10-27,4.826,1.956,8.914
2025-10-28,4.802,1.961,8.597
2025-10-29,4.862,2.0,8.692
2025-10-30,4.823,1.985,8.704
2025-10-31,4.756,1.982,8.794
2025-11-03,4.763,1.976,8.797
2025-11-04,4.729,1.94,8.737
2025-11-05,4.735,1.912,8.706
2025-11-06,4.805,1.949,8.755
2025-11-07,4.795,1.924,8.793
2025-11-10,4.807,1.951,8.936
2025-11-11,4.763,1.959,9.062
2025-11-12,4.765,1.974,9.029
2025-11-13,4.812,1.975,9.175
2025-11-14,4.741,1.923,9.096
2025-11-17,4.71,1.909,8.882
2025-11-18,4.683,1.844,8.777
2025-11-19,4.697,1.836,8.954
2025-11-20,4.676,1.907,8.903
2025-11-21,4.564,1.848,8.828
2025-11-24,4.557,1.856,8.857
2025-11-25,4.597,1.897,9.01
2025-11-26,4.626,1.927,9.011
2025-11-27,4.622,1.925,9.01
2025-11-28,4.635,1.943,9.067
2025-12-01,4.687,1.936,9.161
2025-12-02,4.666,1.94,9.112
2025-12-03,4.645,1.965,9.096
2025-12-04,4.657,1.965,9.064
2025-12-05,4.698,1.963,9.136
2025-12-08,4.732,1.952,9.11
2025-12-09,4.708,1.928,9.046
2025-12-10,4.702,1.944,9.095
2025-12-11,4.668,1.918,9.11
2025-12-12,4.694,1.921,9.227
2025-12-15,4.667,1.902,9.351
2025-12-16,4.62,1.873,9.24
2025-12-17,4.699,1.899,9.31
2025-12-18,4.668,1.878,9.318
2025-12-19,4.688,1.916,9.313
2025-12-22,4.73,1.945,9.511
2025-12-23,4.74,1.935,9.639
2025-12-24,4.757,1.933,9.642
2025-12-25,4.766,1.93,9.566
2025-12-26,4.784,1.929,9.65
2025-12-29,4.763,1.916,9.563
2025-12-30,4.773,1.914,9.363
2025-12-31,4.753,1.904,9.301
